ident,iata_code,icao_code,local_code,name,type,latitude_deg,longitude_deg,elevation_ft,country_name,region_name,runway_lengths_ft,runway_surfaces,airtanker_base,index__gacc,gacc
KIFP,IFP,KIFP,IFP,Laughlin Bullhead International Airport,medium_airport,35.157398,-114.559998,701.0,United States,Arizona,7520,asphalt,False,97,Southwest Area Coordination Center
KIGM,IGM,KIGM,IGM,Kingman Airport,medium_airport,35.259499,-113.938004,3449.0,United States,Arizona,"6725,6725,6826","asphalt,asphalt,asphalt",True,97,Southwest Area Coordination Center
KIJX,IJX,KIJX,IJX,Jacksonville Municipal Airport,small_airport,39.774601,-90.238297,624.0,United States,Illinois,5000,asphalt,False,51,Eastern Area Coordination Center
KIKG,,,IKG,Kleberg County Airport,small_airport,27.5509,-98.030899,130.0,United States,Texas,5999,asphalt,False,100,Southern Area Coordination Center
KIKK,IKK,KIKK,IKK,Greater Kankakee Airport,medium_airport,41.07139968869999,-87.8462982178,630.0,United States,Illinois,5979,asphalt,False,51,Eastern Area Coordination Center
KILE,ILE,KILE,ILE,Skylark Field,small_airport,31.0858001709,-97.6865005493,848.0,United States,Texas,5495,asphalt,False,100,Southern Area Coordination Center
KILG,ILG,KILG,ILG,Wilmington Airport,medium_airport,39.678699,-75.606499,80.0,United States,Delaware,"7012,7181","asphalt,asphalt",False,51,Eastern Area Coordination Center
KILM,ILM,KILM,ILM,Wilmington International Airport,medium_airport,34.270599365234375,-77.90260314941406,32.0,United States,North Carolina,7004,asphalt,False,100,Southern Area Coordination Center
KIMM,IMM,KIMM,IMM,Immokalee Regional Airport,small_airport,26.427933,-81.403531,37.0,United States,Florida,"5000,5000,5001","asphalt,asphalt,asphalt",False,100,Southern Area Coordination Center
KIMT,IMT,KIMT,IMT,Ford Airport,medium_airport,45.81911,-88.114557,1182.0,United States,Michigan,6500,asphalt,False,51,Eastern Area Coordination Center
KIND,IND,KIND,IND,Indianapolis International Airport,large_airport,39.7173,-86.294403,797.0,United States,Indiana,7605,asphalt,False,51,Eastern Area Coordination Center
KINF,,,INF,Inverness Airport,small_airport,28.803588,-82.318311,50.0,United States,Florida,5001,asphalt,False,100,Southern Area Coordination Center
KINK,INK,KINK,INK,Winkler County Airport,medium_airport,31.7796001434,-103.200996399,2822.0,United States,Texas,5000,asphalt,False,100,Southern Area Coordination Center
KINL,INL,KINL,INL,Falls International Airport,medium_airport,48.566200256347656,-93.4030990600586,1185.0,United States,Minnesota,6508,asphalt,False,51,Eastern Area Coordination Center
KINT,INT,KINT,INT,Smith Reynolds Airport,medium_airport,36.13370132446289,-80.22200012207031,969.0,United States,North Carolina,6655,asphalt,False,100,Southern Area Coordination Center
KINW,INW,KINW,INW,Winslow Lindbergh Regional Airport,medium_airport,35.021900177,-110.722999573,4941.0,United States,Arizona,"6068,7100,7499","asphalt,asphalt,asphalt",False,97,Southwest Area Coordination Center
KIOB,,,IOB,Mount Sterling Montgomery County Airport,small_airport,38.058102,-83.979599,1019.0,United States,Kentucky,5002,asphalt,False,100,Southern Area Coordination Center
KIPJ,,,IPJ,Lincolnton Lincoln County Regional Airport,small_airport,35.483299,-81.161301,877.0,United States,North Carolina,5529,asphalt,False,100,Southern Area Coordination Center
KIPL,IPL,KIPL,IPL,Imperial County Airport,medium_airport,32.83539,-115.574026,-54.0,United States,California,5304,asphalt,False,96,Southern California Coordination Center
KIPT,IPT,KIPT,IPT,Williamsport Regional Airport,medium_airport,41.242126,-76.92245,529.0,United States,Pennsylvania,6474,asphalt,False,51,Eastern Area Coordination Center
KIRS,IRS,KIRS,IRS,Kirsch Municipal Airport,small_airport,41.813301,-85.439003,924.0,United States,Michigan,5200,asphalt,False,51,Eastern Area Coordination Center
KISM,ISM,KISM,ISM,Kissimmee Gateway Airport,medium_airport,28.2898006439,-81.4371032715,82.0,United States,Florida,"5000,6000","asphalt,asphalt",False,100,Southern Area Coordination Center
KISO,ISO,KISO,ISO,Kinston Regional Jetport At Stallings Field,medium_airport,35.331401825,-77.60880279540001,93.0,United States,North Carolina,11500,asphalt,False,100,Southern Area Coordination Center
KISP,ISP,KISP,ISP,Long Island Mac Arthur Airport,medium_airport,40.79520035,-73.10019684,99.0,United States,New York,"5034,5186,7006","asphalt,asphalt,asphalt",False,51,Eastern Area Coordination Center
KISQ,ISQ,KISQ,ISQ,Schoolcraft County Airport,small_airport,45.974602,-86.171799,684.0,United States,Michigan,5000,asphalt,False,51,Eastern Area Coordination Center
KISW,ISW,KISW,ISW,Alexander Field South Wood County Airport,small_airport,44.3602981567,-89.83899688720001,1021.0,United States,Wisconsin,5500,asphalt,False,51,Eastern Area Coordination Center
KITH,ITH,KITH,ITH,Ithaca Tompkins Regional Airport,medium_airport,42.49100112915039,-76.4583969116211,1099.0,United States,New York,6601,asphalt,False,51,Eastern Area Coordination Center
KIWD,IWD,KIWD,IWD,Gogebic Iron County Airport,small_airport,46.525298,-90.131578,1230.0,United States,Michigan,6501,asphalt,False,51,Eastern Area Coordination Center
KIXA,,,IXA,Halifax-Northampton Regional Airport,small_airport,36.3298,-77.635231,145.0,United States,North Carolina,5500,asphalt,False,100,Southern Area Coordination Center
KIXD,JCI,KIXD,IXD,New Century AirCenter Airport,small_airport,38.830898,-94.890297,1087.0,United States,Kansas,"5130,7339","asphalt,asphalt",False,119,Rocky Mountain Area Coordination Center
KIYK,IYK,KIYK,IYK,Inyokern Airport,small_airport,35.65879822,-117.8300018,2457.0,United States,California,"6275,7100","asphalt,asphalt",False,96,Southern California Coordination Center
KJAC,JAC,KJAC,JAC,Jackson Hole Airport,medium_airport,43.6072998046875,-110.73799896240234,6451.0,United States,Wyoming,6300,asphalt,False,118,Great Basin Coordination Center
KJAN,JAN,KJAN,JAN,Jackson-Medgar Wiley Evers International Airport,medium_airport,32.311199,-90.075897,346.0,United States,Mississippi,"8500,8500","asphalt,asphalt",False,100,Southern Area Coordination Center
KJAS,JAS,KJAS,JAS,Jasper County Airport Bell Field,small_airport,30.8857,-94.034897,213.0,United States,Texas,5500,asphalt,False,100,Southern Area Coordination Center
KJBR,JBR,KJBR,JBR,Jonesboro Municipal Airport,medium_airport,35.83169937133789,-90.64640045166016,262.0,United States,Arkansas,6200,asphalt,False,100,Southern Area Coordination Center
KJCT,JCT,KJCT,JCT,Kimble County Airport,medium_airport,30.5112991333,-99.7634963989,1749.0,United States,Texas,5000,asphalt,False,100,Southern Area Coordination Center
KJEF,JEF,KJEF,JEF,Jefferson City Memorial Airport,small_airport,38.5912017822,-92.1560974121,549.0,United States,Missouri,6001,asphalt,False,51,Eastern Area Coordination Center
KJER,,,JER,Jerome County Airport,small_airport,42.72669982910156,-114.45700073242188,4053.0,United States,Idaho,5001,asphalt,False,118,Great Basin Coordination Center
KJES,,,JES,Jesup Wayne County Airport,small_airport,31.554001,-81.8825,107.0,United States,Georgia,5500,asphalt,False,100,Southern Area Coordination Center
KJFK,JFK,KJFK,JFK,John F Kennedy International Airport,large_airport,40.639447,-73.779317,13.0,United States,New York,"8400,10000,12079,14511","asphalt,grooved concrete,grooved concrete,grooved concrete",False,51,Eastern Area Coordination Center
KJFX,,,JFX,Walker County Airport Bevill Field,small_airport,33.902,-87.314201,482.0,United States,Alabama,5003,asphalt,False,100,Southern Area Coordination Center
KJHW,JHW,KJHW,JHW,Chautauqua County-Jamestown Airport,medium_airport,42.15425,-79.254008,1723.0,United States,New York,5299,asphalt,False,51,Eastern Area Coordination Center
KJKA,GUF,KJKA,JKA,Jack Edwards National Airport,small_airport,30.290501,-87.671799,17.0,United States,Alabama,6962,asphalt,False,100,Southern Area Coordination Center
KJLN,JLN,KJLN,JLN,Joplin Regional Airport,medium_airport,37.151798,-94.498299,981.0,United States,Missouri,"6500,6502","asphalt,asphalt",False,51,Eastern Area Coordination Center
KJMS,JMS,KJMS,JMS,Jamestown Regional Airport,medium_airport,46.92969894,-98.67819977,1500.0,United States,North Dakota,"5749,6500","asphalt,asphalt",False,89,Northern Rockies Coordination Center
KJNX,,,JNX,Johnston Regional Airport,medium_airport,35.540901,-78.390297,164.0,United States,North Carolina,5500,asphalt,False,100,Southern Area Coordination Center
KJQF,USA,KJQF,JQF,Concord-Padgett Regional Airport,medium_airport,35.387798,-80.709099,705.0,United States,North Carolina,7403,asphalt,False,100,Southern Area Coordination Center
KJSO,JKV,KJSO,JSO,Cherokee County Airport,small_airport,31.8693008423,-95.2173995972,677.0,United States,Texas,5011,asphalt,False,100,Southern Area Coordination Center
KJST,JST,KJST,JST,John Murtha Johnstown Cambria County Airport,medium_airport,40.31610107421875,-78.83390045166016,2284.0,United States,Pennsylvania,7003,asphalt,False,51,Eastern Area Coordination Center
KJVL,JVL,KJVL,JVL,Southern Wisconsin Regional Airport,small_airport,42.620300293,-89.0416030884,808.0,United States,Wisconsin,"5000,6701","asphalt,asphalt",False,51,Eastern Area Coordination Center
KJVY,,,JVY,Clark Regional Airport,small_airport,38.365398,-85.738197,474.0,United States,Indiana,5500,asphalt,False,51,Eastern Area Coordination Center
KJWN,,,JWN,John C Tune Airport,small_airport,36.1824,-86.886703,495.0,United States,Tennessee,5500,asphalt,False,100,Southern Area Coordination Center
KJWY,,,JWY,Mid-Way Regional Airport,medium_airport,32.4587,-96.912399,713.0,United States,Texas,5000,asphalt,False,100,Southern Area Coordination Center
KJXN,JXN,KJXN,JXN,Jackson County Airport/Reynolds Field,medium_airport,42.260509,-84.463019,1001.0,United States,Michigan,5344,asphalt,False,51,Eastern Area Coordination Center
KJYL,,,JYL,Plantation Airpark,small_airport,32.645302,-81.597099,188.0,United States,Georgia,5000,asphalt,False,100,Southern Area Coordination Center
KJYO,,,JYO,Leesburg Executive Airport,small_airport,39.077999,-77.557503,389.0,United States,Virginia,5500,asphalt,False,100,Southern Area Coordination Center
KJZP,,,JZP,Pickens County Airport,small_airport,34.4534,-84.457397,1535.0,United States,Georgia,5000,asphalt,False,100,Southern Area Coordination Center
KK20,,,CPF,Wendell H Ford Airport,small_airport,37.384838,-83.259662,1256.0,United States,Kentucky,5000,asphalt,False,100,Southern Area Coordination Center
KK22,,,SJS,Big Sandy Regional Airport,small_airport,37.750999,-82.636703,1221.0,United States,Kentucky,5000,asphalt,False,100,Southern Area Coordination Center
KK24,,,K24,Russell County Airport,small_airport,37.009701,-85.102699,1011.0,United States,Kentucky,5000,asphalt,False,100,Southern Area Coordination Center
KKNB,KNB,KKNB,KNB,Kanab Municipal Airport,small_airport,37.011101,-112.530998,4868.0,United States,Utah,6193,asphalt,False,118,Great Basin Coordination Center
KL08,BXS,,L08,Borrego Valley Airport,small_airport,33.2589988708,-116.320999146,520.0,United States,California,5011,asphalt,False,96,Southern California Coordination Center
KL35,RBF,,L35,Big Bear City Airport,small_airport,34.263802,-116.856003,6752.0,United States,California,5850,asphalt,False,96,Southern California Coordination Center
KL71,,,L71,California City Municipal Airport,small_airport,35.15119934082031,-118.01699829101562,2454.0,United States,California,6027,asphalt,False,96,Southern California Coordination Center
KL72,TRH,,L72,Trona Airport,small_airport,35.8125,-117.327003479,1716.0,United States,California,5930,asphalt,False,96,Southern California Coordination Center
KLAA,LAA,KLAA,LAA,Southeast Colorado Regional Airport,medium_airport,38.066407,-102.691373,3706.0,United States,Colorado,5001,asphalt,False,119,Rocky Mountain Area Coordination Center
KLAF,LAF,KLAF,LAF,Purdue University Airport,medium_airport,40.412875,-86.939363,606.0,United States,Indiana,6600,asphalt,False,51,Eastern Area Coordination Center
KLAL,LAL,KLAL,LAL,Lakeland Linder International Airport,medium_airport,27.987656,-82.018776,142.0,United States,Florida,"5000,8500","asphalt,asphalt",False,100,Southern Area Coordination Center
KLAM,LAM,KLAM,LAM,Los Alamos Airport,small_airport,35.8797988892,-106.268997192,7171.0,United States,New Mexico,5550,asphalt,False,97,Southwest Area Coordination Center
KLAN,LAN,KLAN,LAN,Capital City Airport,medium_airport,42.77870178222656,-84.58740234375,861.0,United States,Michigan,7251,asphalt,False,51,Eastern Area Coordination Center
KLAR,LAR,KLAR,LAR,Laramie Regional Airport,medium_airport,41.31209945678711,-105.6750030517578,7284.0,United States,Wyoming,"6300,8500","asphalt,asphalt",False,119,Rocky Mountain Area Coordination Center
KLAS,LAS,KLAS,LAS,Harry Reid International Airport,large_airport,36.083361,-115.151817,2181.0,United States,Nevada,"9771,10526,14515","asphalt,asphalt,asphalt",False,118,Great Basin Coordination Center
KLBE,LBE,KLBE,LBE,Arnold Palmer Regional Airport,medium_airport,40.275902,-79.4048,1199.0,United States,Pennsylvania,8222,asphalt,False,51,Eastern Area Coordination Center
KLBL,LBL,KLBL,LBL,Liberal Mid-America Regional Airport,medium_airport,37.0442009,-100.9599991,2885.0,United States,Kansas,"5721,7105","grooved concrete,asphalt",False,119,Rocky Mountain Area Coordination Center
KLBO,,,LBO,Floyd W. Jones Lebanon Airport,small_airport,37.6483,-92.652397,1321.0,United States,Missouri,5000,asphalt,False,51,Eastern Area Coordination Center
KLBT,LBT,KLBT,LBT,Lumberton Regional Airport,medium_airport,34.610773,-79.05943,126.0,United States,North Carolina,5510,asphalt,False,100,Southern Area Coordination Center
KLBX,LJN,KLBX,LBX,Texas Gulf Coast Regional Airport,medium_airport,29.108601,-95.462097,25.0,United States,Texas,7000,asphalt,False,100,Southern Area Coordination Center
KLCH,LCH,KLCH,LCH,Lake Charles Regional Airport,medium_airport,30.126100540161133,-93.22329711914062,15.0,United States,Louisiana,5200,asphalt,False,100,Southern Area Coordination Center
KLCI,LCI,KLCI,LCI,Laconia Municipal Airport,small_airport,43.572701,-71.4189,545.0,United States,New Hampshire,5286,asphalt,False,51,Eastern Area Coordination Center
KLCK,LCK,KLCK,LCK,Rickenbacker International Airport,medium_airport,39.813801,-82.927803,744.0,United States,Ohio,11937,asphalt,False,51,Eastern Area Coordination Center
KLCQ,LCQ,KLCQ,LCQ,Lake City Gateway Airport,small_airport,30.181999,-82.576897,201.0,United States,Florida,8002,asphalt,False,100,Southern Area Coordination Center
KLDM,LDM,KLDM,LDM,Mason County Airport,small_airport,43.96250153,-86.40789795,646.0,United States,Michigan,5003,asphalt,False,51,Eastern Area Coordination Center
KLEB,LEB,KLEB,LEB,Lebanon Municipal Airport,medium_airport,43.6260986328,-72.30419921880001,603.0,United States,New Hampshire,"5200,5496","asphalt,asphalt",False,51,Eastern Area Coordination Center
KLEE,LEE,KLEE,LEE,Leesburg International Airport,medium_airport,28.82309914,-81.80870056,76.0,United States,Florida,6300,asphalt,False,100,Southern Area Coordination Center
KLEW,LEW,KLEW,LEW,Auburn Lewiston Municipal Airport,small_airport,44.048500061,-70.2835006714,288.0,United States,Maine,5001,asphalt,False,51,Eastern Area Coordination Center
KLEX,LEX,KLEX,LEX,Blue Grass Airport,medium_airport,38.036499,-84.605904,979.0,United States,Kentucky,7003,asphalt,False,100,Southern Area Coordination Center
KLFK,LFK,KLFK,LFK,Angelina County Airport,medium_airport,31.2339992523,-94.75,296.0,United States,Texas,5398,asphalt,False,100,Southern Area Coordination Center
KLFT,LFT,KLFT,LFT,Lafayette Regional Airport,medium_airport,30.205299,-91.987602,42.0,United States,Louisiana,"5399,7651","asphalt,asphalt",False,100,Southern Area Coordination Center
KLGA,LGA,KLGA,LGA,LaGuardia Airport,large_airport,40.777199,-73.872597,21.0,United States,New York,"7000,7000","asphalt,asphalt",False,51,Eastern Area Coordination Center
KLGB,LGB,KLGB,LGB,Long Beach Airport (Daugherty Field),medium_airport,33.816523,-118.149891,60.0,United States,California,"6192,10000","asphalt,asphalt",False,96,Southern California Coordination Center
KLGC,LGC,KLGC,LGC,LaGrange Callaway Airport,small_airport,33.008873,-85.074331,693.0,United States,Georgia,"5000,5600","asphalt,asphalt",False,100,Southern Area Coordination Center
KLGD,LGD,KLGD,LGD,La Grande/Union County Airport,small_airport,45.2901992798,-118.007003784,2717.0,United States,Oregon,5600,asphalt,True,90,Northwest Interagency Coordination Center
KLGF,LGF,KLGF,LGF,Laguna Army Airfield,small_airport,32.86000061,-114.3970032,433.0,United States,Arizona,"6000,6118","asphalt,asphalt",False,97,Southwest Area Coordination Center
KLGU,LGU,KLGU,LGU,Logan-Cache Airport,medium_airport,41.7911987305,-111.851997375,4457.0,United States,Utah,"5007,9010","asphalt,asphalt",False,118,Great Basin Coordination Center
KLHM,,,LHM,Lincoln Regional Karl Harder Field,small_airport,38.909199,-121.350998,121.0,United States,California,6001,asphalt,False,87,Northern California Geographic Area Coordination Center
KLHQ,,,LHQ,Fairfield County Airport,small_airport,39.7556,-82.657097,868.0,United States,Ohio,5004,asphalt,False,51,Eastern Area Coordination Center
KLHW,LIY,KLHW,LHW,MidCoast Regional Airport at Wright Army Airfield,small_airport,31.891237,-81.561003,45.0,United States,Georgia,"5000,5010","asphalt,asphalt",False,100,Southern Area Coordination Center
KLHX,,,LHX,La Junta Municipal Airport,small_airport,38.049702,-103.509003,4229.0,United States,Colorado,"5800,6848","asphalt,asphalt",False,119,Rocky Mountain Area Coordination Center
KLHZ,LFN,KLHZ,LHZ,Triangle North Executive Airport,small_airport,36.0233,-78.330299,369.0,United States,North Carolina,5500,asphalt,False,100,Southern Area Coordination Center
KLKR,,,LKR,Lancaster County-Mc Whirter Field,small_airport,34.7229,-80.854599,486.0,United States,South Carolina,6004,asphalt,False,100,Southern Area Coordination Center
KLKV,LKV,KLKV,LKV,Lake County Airport,small_airport,42.1610984802,-120.399002075,4733.0,United States,Oregon,5306,asphalt,True,90,Northwest Interagency Coordination Center
KLLN,,,LLN,Levelland Municipal Airport,small_airport,33.5525016784668,-102.37200164794922,3514.0,United States,Texas,6110,asphalt,False,100,Southern Area Coordination Center
KLLQ,,,LLQ,Monticello Municipal Ellis Field,medium_airport,33.638599,-91.750999,270.0,United States,Arkansas,5018,asphalt,False,100,Southern Area Coordination Center
KLLR,,,LLR,Little River Airport,small_airport,39.262001037597656,-123.75399780273438,572.0,United States,California,5249,asphalt,False,87,Northern California Geographic Area Coordination Center
KLMT,LMT,KLMT,LMT,Crater Lake-Klamath Regional Airport,medium_airport,42.156101,-121.733002,4095.0,United States,Oregon,"5162,5260","asphalt,asphalt",False,90,Northwest Interagency Coordination Center
KLNC,,,LNC,Lancaster Airport,small_airport,32.577564,-96.717494,501.0,United States,Texas,5000,asphalt,False,100,Southern Area Coordination Center
KLND,LND,KLND,LND,Hunt Field,medium_airport,42.815201,-108.730003,5586.0,United States,Wyoming,5000,asphalt,False,119,Rocky Mountain Area Coordination Center
KLNN,LNN,KLNN,LNN,Lake County Executive Airport,small_airport,41.683998,-81.389702,626.0,United States,Ohio,5028,asphalt,False,51,Eastern Area Coordination Center
KLNP,LNP,KLNP,LNP,Lonesome Pine Airport,small_airport,36.9874992371,-82.5299987793,2684.0,United States,Virginia,5280,asphalt,False,100,Southern Area Coordination Center
KLNR,LNR,KLNR,LNR,Tri-County Regional Airport,small_airport,43.2099,-90.181332,717.0,United States,Wisconsin,5000,asphalt,False,51,Eastern Area Coordination Center
KLNS,LNS,KLNS,LNS,Lancaster Airport,medium_airport,40.121700286865234,-76.29609680175781,403.0,United States,Pennsylvania,6934,asphalt,False,51,Eastern Area Coordination Center
KLOL,LOL,KLOL,LOL,Derby Field,medium_airport,40.0663986206,-118.565002441,3904.0,United States,Nevada,5529,asphalt,False,118,Great Basin Coordination Center
KLOT,LOT,KLOT,LOT,Lewis University Airport,small_airport,41.6072998,-88.09619904,679.0,United States,Illinois,5697,asphalt,False,51,Eastern Area Coordination Center
KLOZ,LOZ,KLOZ,LOZ,London-Corbin Airport/Magee Field,medium_airport,37.0821990967,-84.08489990230001,1212.0,United States,Kentucky,5650,asphalt,False,100,Southern Area Coordination Center
KLPR,,,LPR,Lorain County Regional Airport,small_airport,41.344299,-82.177597,793.0,United States,Ohio,5002,asphalt,False,51,Eastern Area Coordination Center
KLQK,LQK,KLQK,LQK,Pickens County Airport,small_airport,34.8100013733,-82.70290374759999,1013.0,United States,South Carolina,5002,asphalt,False,100,Southern Area Coordination Center
KLRD,LRD,KLRD,LRD,Laredo International Airport,medium_airport,27.543800354003903,-99.46160125732422,508.0,United States,Texas,7830,asphalt,False,100,Southern Area Coordination Center
KLRU,LRU,KLRU,LRU,Las Cruces International Airport,medium_airport,32.289398,-106.921997,4456.0,United States,New Mexico,"6069,7499,7499","asphalt,asphalt,asphalt",False,97,Southwest Area Coordination Center
KLSB,LSB,KLSB,LSB,Lordsburg Municipal Airport,small_airport,32.3334999084,-108.692001343,4289.0,United States,New Mexico,5011,asphalt,False,97,Southwest Area Coordination Center
KLSE,LSE,KLSE,LSE,La Crosse Regional Airport,medium_airport,43.879002,-91.256699,655.0,United States,Wisconsin,"5299,6050","asphalt,asphalt",False,51,Eastern Area Coordination Center
KLSF,LSF,KLSF,LSF,Lawson Army Air Field,medium_airport,32.332546,-84.988003,232.0,United States,Georgia,10000,asphalt,False,100,Southern Area Coordination Center
KLSK,LSK,KLSK,LSK,Lusk Municipal Airport,small_airport,42.7537994385,-104.404998779,4964.0,United States,Wyoming,5058,asphalt,False,119,Rocky Mountain Area Coordination Center
KLUG,,,LUG,Ellington Airport,small_airport,35.507,-86.803902,717.0,United States,Tennessee,5002,asphalt,False,100,Southern Area Coordination Center
KLUK,LUK,KLUK,LUK,Cincinnati Municipal Airport Lunken Field,medium_airport,39.102357,-84.418945,483.0,United States,Ohio,"5128,6101","asphalt,asphalt",False,51,Eastern Area Coordination Center
KLUL,LUL,KLUL,LUL,Hesler Noble Field,small_airport,31.6725997925,-89.172203064,238.0,United States,Mississippi,5512,asphalt,False,100,Southern Area Coordination Center
KLUM,,,LUM,Menomonie Municipal Score Field,small_airport,44.8923,-91.867897,895.0,United States,Wisconsin,5075,asphalt,False,51,Eastern Area Coordination Center
KLVK,LVK,KLVK,LVK,Livermore Municipal Airport,small_airport,37.6934013367,-121.819999695,400.0,United States,California,5253,asphalt,False,87,Northern California Geographic Area Coordination Center
KLVM,LVM,KLVM,LVM,Mission Field,medium_airport,45.6994018555,-110.447998047,4660.0,United States,Montana,5701,asphalt,False,89,Northern Rockies Coordination Center
KLVS,LVS,KLVS,LVS,Las Vegas Municipal Airport,medium_airport,35.654202,-105.141998,6877.0,United States,New Mexico,"5004,8198","asphalt,asphalt",False,97,Southwest Area Coordination Center
KLWB,LWB,KLWB,LWB,Greenbrier Valley Airport,medium_airport,37.857914,-80.400438,2302.0,United States,West Virginia,7004,asphalt,False,51,Eastern Area Coordination Center
KLWC,LWC,KLWC,LWC,Lawrence Municipal Airport,small_airport,39.01119995,-95.21659851,833.0,United States,Kansas,5700,asphalt,False,119,Rocky Mountain Area Coordination Center
KLWL,LWL,KLWL,LWL,Wells Municipal Airport/Harriet Field,small_airport,41.117099762,-114.92199707,5772.0,United States,Nevada,5498,asphalt,False,118,Great Basin Coordination Center
KLWM,LWM,KLWM,LWM,Lawrence Municipal Airport,medium_airport,42.7172012329,-71.1233978271,148.0,United States,Massachusetts,5000,asphalt,False,51,Eastern Area Coordination Center
KLWS,LWS,KLWS,LWS,Lewiston Nez Perce County Airport,medium_airport,46.3745002746582,-117.01499938964844,1442.0,United States,Idaho,"5002,6511","asphalt,asphalt",False,89,Northern Rockies Coordination Center
KLWT,LWT,KLWT,LWT,Lewistown Municipal Airport,medium_airport,47.048429,-109.466143,4170.0,United States,Montana,"5600,6100","asphalt,asphalt",False,89,Northern Rockies Coordination Center
KLWV,LWV,KLWV,LWV,Lawrenceville Vincennes International Airport,small_airport,38.7643013,-87.6054992676,430.0,United States,Illinois,"5198,5199","asphalt,asphalt",False,51,Eastern Area Coordination Center
KLXV,LXV,KLXV,LXV,Lake County Airport,small_airport,39.220298767100005,-106.317001343,9927.0,United States,Colorado,6400,asphalt,True,119,Rocky Mountain Area Coordination Center
KLYH,LYH,KLYH,LYH,Lynchburg Regional Airport - Preston Glenn Field,medium_airport,37.326698,-79.200401,938.0,United States,Virginia,5799,asphalt,False,100,Southern Area Coordination Center
KLZU,LZU,KLZU,LZU,Gwinnett County Briscoe Field,small_airport,33.97809982,-83.96240234,1061.0,United States,Georgia,6000,asphalt,False,100,Southern Area Coordination Center
KM02,,,M02,Dickson County Municipal Airport,small_airport,36.127998,-87.429802,892.0,United States,Tennessee,5001,asphalt,False,100,Southern Area Coordination Center
KM04,,,M04,Covington Municipal Airport,small_airport,35.583401,-89.587196,280.0,United States,Tennessee,5004,asphalt,False,100,Southern Area Coordination Center
KM21,,,M21,Muhlenberg County Airport,small_airport,37.225966,-87.156987,422.0,United States,Kentucky,5000,asphalt,False,100,Southern Area Coordination Center
KM22,,,M22,Bill Pugh Field,small_airport,34.444354,-87.711897,723.0,United States,Alabama,5500,asphalt,False,100,Southern Area Coordination Center
KM33,,,XNX,Music City Executive Airport,small_airport,36.375076,-86.408414,583.0,United States,Tennessee,5000,asphalt,False,100,Southern Area Coordination Center
KM40,,,M40,Monroe County Airport,small_airport,33.873699,-88.4897,226.0,United States,Mississippi,5001,asphalt,False,100,Southern Area Coordination Center
KM46,,,M46,Colstrip Airport,small_airport,45.85290145874024,-106.70899963378906,3426.0,United States,Montana,5100,asphalt,False,89,Northern Rockies Coordination Center
KM54,,,M54,Lebanon Municipal Airport,small_airport,36.190399,-86.315697,588.0,United States,Tennessee,5000,asphalt,False,100,Southern Area Coordination Center
KM89,,,ADF,Dexter B Florence Memorial Field,small_airport,34.0998001099,-93.0661010742,182.0,United States,Arkansas,5000,asphalt,False,100,Southern Area Coordination Center
KM91,,,M91,Springfield Robertson County Airport,small_airport,36.536801,-86.921182,706.0,United States,Tennessee,5006,asphalt,False,100,Southern Area Coordination Center
KMAE,MAE,KMAE,MAE,Madera Municipal Airport,small_airport,36.9886016846,-120.111999512,255.0,United States,California,5545,asphalt,False,96,Southern California Coordination Center
KMAF,MAF,KMAF,MAF,Midland International Air and Space Port,medium_airport,31.942499,-102.202003,2871.0,United States,Texas,"8302,9501","asphalt,asphalt",False,100,Southern Area Coordination Center
KMAW,MAW,KMAW,MAW,Malden Regional Airport,small_airport,36.6006012,-89.99220276,294.0,United States,Missouri,"5001,5011","asphalt,asphalt",False,51,Eastern Area Coordination Center
KMBL,MBL,KMBL,MBL,Manistee County Blacker Airport,small_airport,44.272707,-86.246495,621.0,United States,Michigan,5502,asphalt,False,51,Eastern Area Coordination Center
KMBS,MBS,KMBS,MBS,MBS International Airport,medium_airport,43.531913,-84.082275,668.0,United States,Michigan,"6400,8002","asphalt,asphalt",False,51,Eastern Area Coordination Center
KMCB,MCB,KMCB,MCB,McComb-Pike County Airport / John E Lewis Field,medium_airport,31.178499,-90.471901,413.0,United States,Mississippi,5000,asphalt,False,100,Southern Area Coordination Center
KMCE,MCE,KMCE,MCE,Merced Regional Macready Field,medium_airport,37.284698,-120.514,155.0,United States,California,5903,asphalt,False,96,Southern California Coordination Center
KMCI,MCI,KMCI,MCI,Kansas City International Airport,large_airport,39.2976,-94.713898,1026.0,United States,Missouri,9500,asphalt,False,51,Eastern Area Coordination Center
KMCN,MCN,KMCN,MCN,Middle Georgia Regional Airport,medium_airport,32.69279861450195,-83.64920043945312,354.0,United States,Georgia,"5001,6501","asphalt,asphalt",False,100,Southern Area Coordination Center
KMCO,MCO,KMCO,MCO,Orlando International Airport,large_airport,28.429399490356445,-81.30899810791016,96.0,United States,Florida,9000,asphalt,False,100,Southern Area Coordination Center
KMCW,MCW,KMCW,MCW,Mason City Municipal Airport,medium_airport,43.159801,-93.329716,1213.0,United States,Iowa,"5502,6501","asphalt,asphalt",False,51,Eastern Area Coordination Center
KMCZ,,,MCZ,Martin County Airport,small_airport,35.86220169067383,-77.1781997680664,76.0,United States,North Carolina,5000,asphalt,False,100,Southern Area Coordination Center
KMDD,MDD,KMDD,MDD,Midland Airpark,small_airport,32.0364990234,-102.100997925,2803.0,United States,Texas,5022,asphalt,False,100,Southern Area Coordination Center
